Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time
2019-09-04,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-09-04,Lateral Dumbbell Raise,Shoulders,6.0,12,,,
2019-09-04,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-04,Seated Machine Curl,Biceps,25.0,23,,,
2019-09-04,Seated Machine Curl,Biceps,25.0,15,,,
2019-09-04,Seated Machine Curl,Biceps,20.0,17,,,
2019-09-07,Chin Up,Back,80.0,5,,,
2019-09-07,Chin Up,Back,80.0,5,,,
2019-09-07,Chin Up,Back,80.0,5,,,
2019-09-07,Ring Dip,Triceps,70.0,12,,,
2019-09-07,Ring Dip,Triceps,70.0,12,,,
2019-09-07,Ring Dip,Triceps,70.0,12,,,
2019-09-07,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-09-07,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-07,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-10,Chin Up,Back,80.0,6,,,
2019-09-10,Chin Up,Back,80.0,6,,,
2019-09-10,Chin Up,Back,80.0,4,,,
2019-09-10,Ring Dip,Triceps,65.0,20,,,
2019-09-10,Ring Dip,Triceps,65.0,20,,,
2019-09-10,Ring Dip,Triceps,65.0,20,,,
2019-09-16,Chin Up,Back,80.0,6,,,
2019-09-16,Chin Up,Back,80.0,5,,,
2019-09-16,Chin Up,Back,80.0,4,,,
2019-09-16,Ring Dip,Triceps,65.0,20,,,
2019-09-16,Ring Dip,Triceps,65.0,15,,,
2019-09-16,Ring Dip,Triceps,65.0,15,,,
2019-09-16,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-09-16,Seated Dumbbell Press,Shoulders,16.0,9,,,
2019-09-16,Seated Dumbbell Press,Shoulders,14.0,10,,,
2019-09-16,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-16,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2019-09-16,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2019-09-18,Chin Up,Back,80.0,5,,,
2019-09-18,Chin Up,Back,80.0,5,,,
2019-09-18,Chin Up,Back,80.0,3,,,
2019-09-18,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-09-18,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-18,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-18,Barbell Curl,Biceps,15.0,20,,,
2019-09-18,Barbell Curl,Biceps,15.0,15,,,
2019-09-18,Barbell Curl,Biceps,15.0,12,,,
2019-09-19,Seated Dumbbell Press,Shoulders,16.0,12,,,
2019-09-24,Chin Up,Back,80.0,5,,,
2019-09-24,Chin Up,Back,80.0,5,,,
2019-09-24,Chin Up,Back,80.0,3,,,
2019-09-24,Seated Dumbbell Press,Shoulders,16.0,12,,,
2019-09-24,Seated Dumbbell Press,Shoulders,16.0,12,,,
2019-09-24,Seated Dumbbell Press,Shoulders,16.0,11,,,
2019-09-24,Seated Machine Curl,Biceps,25.0,23,,,
2019-09-24,Seated Machine Curl,Biceps,20.0,17,,,
2019-09-24,Seated Machine Curl,Biceps,20.0,15,,,
2019-09-26,Chin Up,Back,80.0,5,,,
2019-09-26,Chin Up,Back,80.0,5,,,
2019-09-26,Chin Up,Back,80.0,4,,,
2019-09-26,Incline Barbell Bench Press,Chest,40.0,15,,,
2019-09-26,Incline Barbell Bench Press,Chest,50.0,15,,,
2019-09-26,Incline Barbell Bench Press,Chest,50.0,15,,,
2019-09-26,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-09-26,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2019-09-26,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-28,Chin Up,Back,80.0,5,,,
2019-09-28,Chin Up,Back,80.0,5,,,
2019-09-28,Chin Up,Back,80.0,5,,,
2019-09-28,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-09-28,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-28,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-28,Lying Triceps Extension,Triceps,10.0,20,,,
2019-09-28,Lying Triceps Extension,Triceps,10.0,15,,,
2019-09-28,Lying Triceps Extension,Triceps,10.0,15,,,
2019-09-28,Leg Press,Legs,100.0,12,,,
2019-09-28,Leg Press,Legs,100.0,12,,,
2019-09-28,Leg Press,Legs,100.0,10,,,
2019-09-30,Chin Up,Back,80.0,5,,,
2019-09-30,Chin Up,Back,80.0,5,,,
2019-09-30,Chin Up,Back,80.0,5,,,
2019-09-30,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-09-30,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-09-30,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-09-30,Lying Triceps Extension,Triceps,10.0,20,,,
2019-09-30,Lying Triceps Extension,Triceps,10.0,20,,,
2019-09-30,Lying Triceps Extension,Triceps,10.0,17,,,
2019-09-30,Barbell Curl,Biceps,15.0,25,,,
2019-09-30,Barbell Curl,Biceps,15.0,15,,,
2019-10-03,Chin Up,Back,80.0,5,,,
2019-10-03,Chin Up,Back,80.0,5,,,
2019-10-03,Chin Up,Back,80.0,5,,,
2019-10-03,Chin Up,Back,80.0,4,,,
2019-10-03,Ring Dip,Triceps,65.0,15,,,
2019-10-03,Ring Dip,Triceps,75.0,12,,,
2019-10-03,Ring Dip,Triceps,75.0,10,,,
2019-10-03,Ring Dip,Triceps,75.0,10,,,
2019-10-03,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-10-03,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-10-03,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-10-03,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-10-07,Chin Up,Back,80.0,5,,,
2019-10-07,Chin Up,Back,80.0,5,,,
2019-10-07,Chin Up,Back,80.0,5,,,
2019-10-07,Seated Dumbbell Press,Shoulders,16.0,15,,,
2019-10-07,Seated Dumbbell Press,Shoulders,16.0,15,,,
2019-10-07,Seated Dumbbell Press,Shoulders,16.0,10,,,
2019-10-07,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-10-07,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-10-07,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-10-07,Leg Press,Legs,100.0,12,,,
2019-10-07,Leg Press,Legs,100.0,12,,,
2019-10-10,Chin Up,Back,80.0,5,,,
2019-10-10,Chin Up,Back,80.0,5,,,
2019-10-10,Chin Up,Back,80.0,5,,,
2019-10-10,Incline Barbell Bench Press,Chest,40.0,15,,,
2019-10-10,Incline Barbell Bench Press,Chest,40.0,15,,,
2019-10-10,Incline Barbell Bench Press,Chest,40.0,15,,,
2019-10-10,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-10-10,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-10-14,Barbell Curl,Biceps,10.0,25,,,
2019-10-14,Barbell Curl,Biceps,10.0,20,,,
2019-10-14,Barbell Curl,Biceps,10.0,16,,,
2019-10-14,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-10-14,Lateral Dumbbell Raise,Shoulders,5.0,15,,,
2019-10-19,Chin Up,Back,80.0,5,,,
2019-10-19,Chin Up,Back,80.0,5,,,
2019-10-19,Chin Up,Back,80.0,5,,,
2019-10-19,Incline Barbell Bench Press,Chest,40.0,15,,,
2019-10-19,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-10-19,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-10-19,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-10-19,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-10-19,Leg Press,Legs,100.0,12,,,
2019-10-19,Leg Press,Legs,90.0,12,,,
2019-10-21,Chin Up,Back,80.0,5,,,
2019-10-21,Chin Up,Back,80.0,5,,,
2019-10-21,Chin Up,Back,80.0,5,,,
2019-10-21,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-10-21,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-10-21,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-10-21,Barbell Curl,Biceps,15.0,20,,,
2019-10-21,Barbell Curl,Biceps,15.0,15,,,
2019-10-24,Chin Up,Back,80.0,6,,,
2019-10-24,Chin Up,Back,80.0,5,,,
2019-10-24,Chin Up,Back,80.0,5,,,
2019-10-24,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-10-24,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-10-24,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-10-24,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2019-10-24,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-10-24,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2019-10-27,Push Up,Chest,65.0,20,,,
2019-10-27,Push Up,Chest,65.0,20,,,
2019-10-27,Push Up,Chest,65.0,20,,,
2019-10-27,Chin Up,Back,65.0,10,,,
2019-10-27,Chin Up,Back,65.0,8,,,
2019-10-27,Chin Up,Back,65.0,5,,,
2019-10-27,Barbell Curl,Biceps,10.0,30,,,
2019-10-27,Barbell Curl,Biceps,10.0,25,,,
2019-10-27,Barbell Curl,Biceps,10.0,25,,,
2019-10-29,Chin Up,Back,80.0,5,,,
2019-10-29,Chin Up,Back,80.0,5,,,
2019-10-29,Chin Up,Back,80.0,4,,,
2019-10-29,Lateral Dumbbell Raise,Shoulders,6.0,25,,,
2019-10-29,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-10-29,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-10-29,Leg Press,Legs,90.0,18,,,
2019-10-29,Leg Press,Legs,90.0,18,,,
2019-11-08,Chin Up,Back,80.0,5,,,
2019-11-08,Chin Up,Back,80.0,5,,,
2019-11-08,Chin Up,Back,80.0,5,,,
2019-11-08,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2019-11-08,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2019-11-08,Lateral Dumbbell Raise,Shoulders,6.0,12,,,
2019-11-08,Seated Machine Curl,Biceps,25.0,23,,,
2019-11-08,Seated Machine Curl,Biceps,25.0,20,,,
2019-11-08,Seated Machine Curl,Biceps,25.0,11,,,
2019-11-08,Leg Press,Legs,90.0,20,,,
2019-11-08,Leg Press,Legs,90.0,15,,,
2019-11-11,Chin Up,Back,85.0,5,,,
2019-11-11,Chin Up,Back,80.0,5,,,
2019-11-11,Chin Up,Back,80.0,5,,,
2019-11-11,Seated Dumbbell Press,Shoulders,16.0,15,,,
2019-11-11,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-11-11,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-11-11,Lying Triceps Extension,Triceps,10.0,15,,,
2019-11-11,Lying Triceps Extension,Triceps,10.0,15,,,
2019-11-11,Lying Triceps Extension,Triceps,10.0,15,,,
2019-11-11,Leg Press,Legs,90.0,20,,,
2019-11-13,Chin Up,Back,85.0,5,,,
2019-11-13,Chin Up,Back,80.0,5,,,
2019-11-13,Chin Up,Back,80.0,5,,,
2019-11-13,Seated Dumbbell Press,Shoulders,18.0,15,,,
2019-11-13,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-11-13,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-11-13,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-11-13,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-11-13,Incline Barbell Bench Press,Chest,50.0,6,,,
2019-11-16,Chin Up,Back,85.0,5,,,
2019-11-16,Chin Up,Back,85.0,5,,,
2019-11-16,Chin Up,Back,80.0,5,,,
2019-11-16,Seated Dumbbell Press,Shoulders,18.0,15,,,
2019-11-16,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-11-16,Seated Dumbbell Press,Shoulders,18.0,8,,,
2019-11-16,Leg Press,Legs,100.0,12,,,
2019-11-16,Leg Press,Legs,100.0,12,,,
2019-11-19,Chin Up,Back,85.0,5,,,
2019-11-19,Chin Up,Back,85.0,5,,,
2019-11-19,Chin Up,Back,85.0,5,,,
2019-11-19,Ring Dip,Triceps,65.0,20,,,
2019-11-19,Ring Dip,Triceps,75.0,12,,,
2019-11-19,Ring Dip,Triceps,75.0,12,,,
2019-11-19,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-11-19,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-11-19,Seated Dumbbell Press,Shoulders,18.0,9,,,
2019-11-19,Seated Machine Curl,Biceps,25.0,25,,,
2019-11-21,Chin Up,Back,85.0,5,,,
2019-11-21,Chin Up,Back,85.0,4,,,
2019-11-21,Chin Up,Back,80.0,5,,,
2019-11-21,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-11-21,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-11-21,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-11-21,Seated Dumbbell Press,Shoulders,18.0,6,,,
2019-11-21,Seated Dumbbell Press,Shoulders,16.0,9,,,
2019-11-21,Seated Dumbbell Press,Shoulders,16.0,8,,,
2019-11-21,Leg Press,Legs,100.0,12,,,
2019-11-21,Leg Press,Legs,100.0,12,,,
2019-11-28,Chin Up,Back,85.0,5,,,
2019-11-28,Chin Up,Back,85.0,5,,,
2019-11-28,Chin Up,Back,80.0,5,,,
2019-11-28,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-11-28,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-11-28,Incline Barbell Bench Press,Chest,50.0,8,,,
2019-11-28,Lying Triceps Extension,Triceps,10.0,20,,,
2019-11-28,Lying Triceps Extension,Triceps,10.0,15,,,
2019-12-04,Chin Up,Back,85.0,5,,,
2019-12-04,Chin Up,Back,85.0,5,,,
2019-12-04,Chin Up,Back,80.0,5,,,
2019-12-04,Incline Barbell Bench Press,Chest,50.0,15,,,
2019-12-04,Incline Barbell Bench Press,Chest,50.0,12,,,
2019-12-04,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-12-04,Leg Press,Legs,90.0,12,,,
2019-12-04,Leg Press,Legs,100.0,12,,,
2019-12-06,Chin Up,Back,85.0,5,,,
2019-12-06,Chin Up,Back,85.0,5,,,
2019-12-06,Chin Up,Back,85.0,5,,,
2019-12-06,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-12-06,Seated Dumbbell Press,Shoulders,18.0,9,,,
2019-12-06,Seated Dumbbell Press,Shoulders,18.0,9,,,
2019-12-06,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-12-06,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-12-06,Incline Barbell Bench Press,Chest,50.0,10,,,
2019-12-09,Chin Up,Back,85.0,5,,,
2019-12-09,Chin Up,Back,85.0,5,,,
2019-12-09,Chin Up,Back,85.0,3,,,
2019-12-09,Chin Up,Back,80.0,4,,,
2019-12-09,Seated Dumbbell Press,Shoulders,18.0,15,,,
2019-12-09,Seated Dumbbell Press,Shoulders,18.0,12,,,
2019-12-09,Seated Dumbbell Press,Shoulders,18.0,11,,,
2019-12-09,Leg Press,Legs,100.0,12,,,
2019-12-09,Leg Press,Legs,100.0,12,,,
2019-12-10,Incline Barbell Bench Press,Chest,50.0,15,,,
2019-12-10,Incline Barbell Bench Press,Chest,60.0,9,,,
2019-12-10,Incline Barbell Bench Press,Chest,60.0,6,,,
2019-12-10,Lying Triceps Extension,Triceps,10.0,20,,,
2019-12-10,Lying Triceps Extension,Triceps,10.0,20,,,
2019-12-10,Lying Triceps Extension,Triceps,10.0,20,,,
2019-12-10,Seated Machine Curl,Biceps,25.0,25,,,
2019-12-10,Seated Machine Curl,Biceps,25.0,16,,,
2019-12-10,Seated Machine Curl,Biceps,20.0,17,,,
2019-12-11,Chin Up,Back,85.0,5,,,
2019-12-11,Chin Up,Back,85.0,5,,,
2019-12-11,Chin Up,Back,85.0,5,,,
2019-12-11,Seated Dumbbell Press,Shoulders,18.0,15,,,
2019-12-11,Seated Dumbbell Press,Shoulders,18.0,15,,,
2019-12-13,Lateral Dumbbell Raise,Shoulders,5.0,25,,,
2019-12-13,Lateral Dumbbell Raise,Shoulders,5.0,20,,,
2019-12-13,Lateral Dumbbell Raise,Shoulders,5.0,18,,,
2019-12-13,Dumbbell Curl,Biceps,5.0,25,,,
2019-12-13,Dumbbell Curl,Biceps,5.0,25,,,
2019-12-13,Dumbbell Curl,Biceps,5.0,22,,,
2019-12-17,Chin Up,Back,80.0,8,,,
2019-12-17,Chin Up,Back,80.0,6,,,
2019-12-17,Chin Up,Back,80.0,5,,,
2019-12-17,Incline Barbell Bench Press,Chest,50.0,15,,,
2019-12-17,Incline Barbell Bench Press,Chest,50.0,15,,,
2019-12-17,Incline Barbell Bench Press,Chest,50.0,9,,,
2019-12-17,Lateral Dumbbell Raise,Shoulders,6.0,12,,,
2019-12-17,Lateral Dumbbell Raise,Shoulders,6.0,12,,,
2019-12-17,Lateral Dumbbell Raise,Shoulders,4.0,27,,,
2019-12-17,Seated Machine Curl,Biceps,25.0,25,,,
2019-12-17,Seated Machine Curl,Biceps,25.0,19,,,
2019-12-17,Seated Machine Curl,Biceps,20.0,20,,,
2019-12-17,Lying Triceps Extension,Triceps,10.0,15,,,
2019-12-19,Chin Up,Back,85.0,5,,,
2019-12-19,Chin Up,Back,85.0,5,,,
2019-12-19,Chin Up,Back,85.0,4,,,
2019-12-19,Flat Dumbbell Bench Press,Chest,50.0,15,,,
2019-12-19,Flat Dumbbell Bench Press,Chest,50.0,15,,,
2019-12-19,Flat Dumbbell Bench Press,Chest,50.0,12,,,
2019-12-19,Seated Dumbbell Press,Shoulders,18.0,10,,,
2019-12-28,Chin Up,Back,77.0,7,,,
2020-01-14,Chin Up,Back,80.0,8,,,
2020-01-14,Chin Up,Back,80.0,5,,,
2020-01-14,Chin Up,Back,80.0,5,,,
2020-01-14,Incline Barbell Bench Press,Chest,40.0,20,,,
2020-01-14,Incline Barbell Bench Press,Chest,50.0,15,,,
2020-01-16,Chin Up,Back,85.0,5,,,
2020-01-16,Chin Up,Back,85.0,5,,,
2020-01-16,Chin Up,Back,85.0,4,,,
2020-01-16,Ring Dip,Triceps,65.0,20,,,
2020-01-16,Ring Dip,Triceps,75.0,15,,,
2020-01-16,Ring Dip,Triceps,75.0,15,,,
2020-01-16,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2020-01-16,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2020-01-16,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2020-01-17,Seated Dumbbell Press,Shoulders,18.0,12,,,
2020-01-17,Seated Dumbbell Press,Shoulders,18.0,12,,,
2020-01-17,Seated Dumbbell Press,Shoulders,18.0,10,,,
2020-01-17,Seated Machine Curl,Biceps,25.0,25,,,
2020-01-17,Seated Machine Curl,Biceps,25.0,20,,,
2020-01-17,Seated Machine Curl,Biceps,20.0,17,,,
2020-01-17,Lying Triceps Extension,Triceps,10.0,25,,,
2020-01-17,Lying Triceps Extension,Triceps,10.0,18,,,
2020-01-17,Lying Triceps Extension,Triceps,10.0,15,,,
2020-01-17,Leg Press,Legs,90.0,12,,,
2020-01-17,Leg Press,Legs,90.0,12,,,
2020-01-17,Leg Press,Legs,90.0,12,,,
2020-01-21,Chin Up,Back,85.0,5,,,
2020-01-21,Chin Up,Back,85.0,5,,,
2020-01-21,Chin Up,Back,80.0,5,,,
2020-01-21,Seated Dumbbell Press,Shoulders,18.0,15,,,
2020-01-21,Seated Dumbbell Press,Shoulders,18.0,12,,,
2020-01-21,Seated Dumbbell Press,Shoulders,18.0,9,,,
2020-01-21,Barbell Curl,Biceps,20.0,15,,,
2020-01-21,Barbell Curl,Biceps,15.0,18,,,
2020-01-21,Barbell Curl,Biceps,15.0,12,,,
2020-01-21,Lying Triceps Extension,Triceps,10.0,25,,,
2020-01-21,Lying Triceps Extension,Triceps,10.0,18,,,
2020-01-21,Lying Triceps Extension,Triceps,10.0,15,,,
2020-01-21,Leg Press,Legs,100.0,15,,,
2020-01-21,Leg Press,Legs,90.0,15,,,
2020-01-23,Chin Up,Back,85.0,5,,,
2020-01-23,Chin Up,Back,85.0,5,,,
2020-01-23,Chin Up,Back,80.0,5,,,
2020-01-23,Seated Dumbbell Press,Shoulders,18.0,15,,,
2020-01-23,Seated Dumbbell Press,Shoulders,18.0,12,,,
2020-01-23,Seated Dumbbell Press,Shoulders,18.0,6,,,
2020-01-23,Incline Barbell Bench Press,Chest,50.0,12,,,
2020-01-23,Incline Barbell Bench Press,Chest,50.0,7,,,
2020-01-23,Lying Triceps Extension,Triceps,10.0,15,,,
2020-01-23,Lying Triceps Extension,Triceps,10.0,18,,,
2020-01-23,Barbell Curl,Biceps,15.0,20,,,
2020-01-23,Barbell Curl,Biceps,15.0,15,,,
2020-01-23,Leg Press,Legs,100.0,15,,,
2020-01-23,Leg Press,Legs,100.0,12,,,
2020-01-23,Leg Press,Legs,100.0,12,,,
2020-01-25,Chin Up,Back,85.0,6,,,
2020-01-25,Chin Up,Back,85.0,5,,,
2020-01-25,Chin Up,Back,85.0,3,,,
2020-01-25,Seated Dumbbell Press,Shoulders,18.0,14,,,
2020-01-25,Seated Dumbbell Press,Shoulders,18.0,10,,,
2020-01-25,Seated Dumbbell Press,Shoulders,18.0,8,,,
2020-01-25,Lying Triceps Extension,Triceps,9.0,22,,,
2020-01-25,Lying Triceps Extension,Triceps,9.0,18,,,
2020-01-25,Lying Triceps Extension,Triceps,9.0,15,,,
2020-01-25,Barbell Curl,Biceps,15.0,15,,,
2020-01-25,Barbell Curl,Biceps,15.0,15,,,
2020-01-25,Barbell Curl,Biceps,15.0,12,,,
2020-01-25,Seated Calf Raise Machine,Legs,25.0,18,,,
2020-01-25,Seated Calf Raise Machine,Legs,25.0,18,,,
2020-01-27,Chin Up,Back,85.0,5,,,
2020-01-27,Chin Up,Back,85.0,5,,,
2020-01-27,Chin Up,Back,85.0,5,,,
2020-01-27,Ring Dip,Triceps,65.0,15,,,
2020-01-27,Ring Dip,Triceps,80.0,12,,,
2020-01-27,Ring Dip,Triceps,80.0,12,,,
2020-01-27,Ring Dip,Triceps,80.0,10,,,
2020-01-27,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2020-01-27,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2020-01-27,Lateral Dumbbell Raise,Shoulders,4.0,15,,,
2020-01-27,Lateral Dumbbell Raise,Shoulders,4.0,15,,,
2020-01-27,Barbell Curl,Biceps,20.0,15,,,
2020-01-27,Barbell Curl,Biceps,15.0,15,,,
2020-01-27,Barbell Curl,Biceps,15.0,12,,,
2020-01-27,Lying Triceps Extension,Triceps,10.0,22,,,
2020-01-27,Lying Triceps Extension,Triceps,10.0,20,,,
2020-01-27,Lying Triceps Extension,Triceps,10.0,18,,,
2020-01-27,Seated Calf Raise Machine,Legs,25.0,15,,,
2020-01-27,Seated Calf Raise Machine,Legs,25.0,15,,,
2020-01-27,Leg Press,Legs,100.0,12,,,
2020-01-29,Chin Up,Back,85.0,6,,,
2020-01-29,Chin Up,Back,85.0,5,,,
2020-01-29,Chin Up,Back,85.0,5,,,
2020-01-29,Incline Barbell Bench Press,Chest,50.0,15,,,
2020-01-29,Incline Barbell Bench Press,Chest,60.0,10,,,
2020-01-29,Incline Barbell Bench Press,Chest,60.0,7,,,
2020-01-29,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2020-01-29,Lateral Dumbbell Raise,Shoulders,6.0,16,,,
2020-01-29,Lateral Dumbbell Raise,Shoulders,6.0,12,,,
2020-01-29,Seated Machine Curl,Biceps,25.0,23,,,
2020-01-29,Seated Machine Curl,Biceps,25.0,20,,,
2020-01-29,Seated Machine Curl,Biceps,25.0,12,,,
2020-01-29,Lying Triceps Extension,Triceps,10.0,15,,,
2020-01-29,Lying Triceps Extension,Triceps,10.0,15,,,
2020-01-31,Chin Up,Back,85.0,6,,,
2020-01-31,Chin Up,Back,85.0,6,,,
2020-01-31,Chin Up,Back,85.0,5,,,
2020-01-31,Incline Barbell Bench Press,Chest,50.0,15,,,
2020-01-31,Incline Barbell Bench Press,Chest,60.0,10,,,
2020-01-31,Incline Barbell Bench Press,Chest,60.0,6,,,
2020-01-31,Lateral Dumbbell Raise,Shoulders,6.0,15,,,
2020-01-31,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2020-01-31,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2020-01-31,Lying Triceps Extension,Triceps,10.0,25,,,
2020-01-31,Lying Triceps Extension,Triceps,10.0,19,,,
2020-01-31,Lying Triceps Extension,Triceps,10.0,15,,,
2020-01-31,Seated Machine Curl,Biceps,25.0,20,,,
2020-02-04,Chin Up,Back,85.0,6,,,
2020-02-04,Chin Up,Back,85.0,5,,,
2020-02-04,Chin Up,Back,85.0,5,,,
2020-02-04,Ring Dip,Triceps,65.0,20,,,
2020-02-04,Ring Dip,Triceps,80.0,12,,,
2020-02-04,Ring Dip,Triceps,80.0,12,,,
2020-02-04,Lateral Dumbbell Raise,Shoulders,6.0,20,,,
2020-02-04,Lateral Dumbbell Raise,Shoulders,6.0,17,,,
2020-02-04,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2020-02-04,Lateral Dumbbell Raise,Shoulders,4.0,15,,,
2020-02-06,Chin Up,Back,85.0,5,,,
2020-02-06,Chin Up,Back,85.0,5,,,
2020-02-06,Chin Up,Back,80.0,7,,,
2020-02-06,Seated Dumbbell Press,Shoulders,18.0,15,,,
2020-02-06,Seated Dumbbell Press,Shoulders,18.0,10,,,
2020-02-06,Seated Dumbbell Press,Shoulders,18.0,10,,,
2020-02-06,Barbell Curl,Biceps,20.0,15,,,
2020-02-06,Barbell Curl,Biceps,15.0,20,,,
2020-02-06,Barbell Curl,Biceps,15.0,15,,,
2020-02-06,Barbell Curl,Biceps,15.0,15,,,
2020-02-06,Leg Press,Legs,110.0,12,,,
2020-02-08,Chin Up,Back,85.0,5,,,
2020-02-08,Chin Up,Back,85.0,5,,,
2020-02-08,Chin Up,Back,85.0,5,,,
2020-02-08,Ring Dip,Triceps,65.0,20,,,
2020-02-08,Ring Dip,Triceps,80.0,15,,,
2020-02-08,Ring Dip,Triceps,80.0,12,,,
2020-02-08,Seated Dumbbell Press,Shoulders,18.0,12,,,
2020-02-08,Seated Dumbbell Press,Shoulders,18.0,10,,,
2020-02-08,Seated Dumbbell Press,Shoulders,18.0,8,,,
2020-02-08,Seated Machine Curl,Biceps,25.0,20,,,
2020-02-08,Seated Machine Curl,Biceps,25.0,15,,,
2020-02-08,Seated Machine Curl,Biceps,20.0,18,,,
2020-02-08,Lying Triceps Extension,Triceps,10.0,22,,,
2020-02-08,Lying Triceps Extension,Triceps,10.0,14,,,
2020-02-08,Lying Triceps Extension,Triceps,10.0,18,,,
2020-02-11,Chin Up,Back,85.0,7,,,
2020-02-11,Chin Up,Back,85.0,6,,,
2020-02-11,Chin Up,Back,85.0,4,,,
2020-02-11,Chin Up,Back,80.0,5,,,
2020-02-11,Ring Dip,Triceps,65.0,20,,,
2020-02-11,Ring Dip,Triceps,85.0,12,,,
2020-02-11,Ring Dip,Triceps,85.0,12,,,
2020-02-11,Ring Dip,Triceps,80.0,15,,,
2020-02-11,Lateral Dumbbell Raise,Shoulders,4.0,30,,,
2020-02-11,Lateral Dumbbell Raise,Shoulders,4.0,25,,,
2020-02-11,Lateral Dumbbell Raise,Shoulders,4.0,20,,,
2020-02-11,Leg Press,Legs,90.0,15,,,
2020-02-11,Leg Press,Legs,90.0,15,,,
2020-02-11,Leg Press,Legs,90.0,10,,,
